Call,TotalHours,OnePointEightMHz,ThreePointFiveMHz,SevenMHz,FourteenMHz,TwentyOneMHz,TwentyEightMHz,None
DL5SEJ,6,0,0,5,2,0,0,0
DL5WB,4,0,0,1,1,3,0,0
DL5WM,3,0,0,0,3,1,0,0
DL5XAT,6,0,0,2,0,3,1,0
DL5XL,11,0,1,8,2,2,0,0
DL5XU,9,1,3,7,0,0,0,0
DL5X,5,1,1,1,3,0,0,0
DL5YAS,2,0,2,0,1,0,0,0
DL5YCI,12,1,3,2,2,4,1,0
DL5YEE,5,3,0,0,0,1,1,0
DL5YL,31,6,15,19,12,6,0,0
DL6AAF,4,0,1,4,0,0,0,0
DL6AA,8,0,3,5,6,1,0,0
DL6AST,17,1,5,9,6,1,1,0
DL6ATM,24,0,1,13,10,10,0,0
DL6AZ,7,0,2,0,0,6,0,0
DL6CGC,8,8,0,0,0,0,0,0
DL6CNG,8,2,0,5,2,1,0,0
DL6CT,9,0,2,3,3,2,1,0
DL6DCD,2,0,0,0,2,1,0,0
DL6ER,2,0,0,0,2,0,0,0
DL6FAX,10,0,4,6,0,0,1,0
DL6FBR,21,0,5,9,8,6,2,0
DL6FB,12,2,1,4,3,2,0,0
DL6FCB,3,0,2,2,0,0,0,0
DL6FDL,36,3,7,10,13,5,2,0
DL6GV,6,0,0,0,1,6,0,0
DL6HRW,4,0,2,1,1,0,0,0
DL6KO,16,0,0,0,16,0,0,0
DL6LAU,16,0,0,7,9,6,0,0
DL6NBW,11,1,3,6,2,2,0,0
DL6NCY,3,0,0,0,0,3,0,0
DL6NEF,4,0,0,2,2,1,0,0
DL6OCH,8,0,1,0,7,0,0,0
DL6QW,17,11,2,4,3,3,0,0
DL6RAW,8,0,0,8,0,0,0,0
DL6TPU,4,0,0,2,2,1,0,0
DL6UD,7,4,4,0,0,0,0,0
DL6YBD,12,3,4,6,6,1,0,0
DL6YFG,19,0,0,7,10,5,0,0
DL6YRM,16,0,0,0,16,0,0,0
DL6ZFG,13,0,0,0,8,7,0,0
DL7AA,15,4,8,6,2,1,1,0
DL7APK,6,1,2,1,0,3,0,0
DL7APT,6,2,3,0,1,0,0,0
DL7ARJ,16,0,0,2,10,10,2,0
DL7ARM,4,0,0,0,2,3,0,0
DL7AU,8,1,0,1,1,5,4,0
DL7AXM,5,0,1,0,4,0,0,0
DL7AYM,5,3,2,2,1,0,0,0
DL7BQ,16,3,6,6,3,2,0,0
DL7DK,9,0,0,0,4,4,1,0
DL7EQ,1,1,0,0,0,0,0,0
DL7GEM,11,4,6,6,2,3,0,0
DL7GW,17,1,5,8,6,3,0,0
DL7HU,16,0,3,4,5,4,2,0
DL7HZ,7,1,2,2,1,5,1,0
DL7JO,2,0,1,1,0,0,0,0
DL7JV,3,0,0,1,1,1,2,0
DL7LAM,5,0,1,2,3,0,0,0
DL7MA,7,0,0,1,6,0,0,0
DL7MB,6,0,0,5,1,1,0,0
DL7OM,3,1,1,1,0,0,0,0
DL7PA,12,0,0,6,6,0,0,0
DL7PV,19,0,2,8,6,6,0,0
DL7RKK,9,1,6,4,0,0,0,0
DL7SI,6,0,0,3,4,2,0,0
DL7SN,4,3,0,0,0,1,0,0
DL7SX,13,0,6,0,9,0,0,0
DL7UCM,6,0,0,5,1,0,0,0
DL7UCW,4,0,0,4,2,0,2,0
DL7UCX,3,0,1,1,1,2,0,0
DL7UKA,7,0,1,3,3,0,0,0
DL7URS,15,0,15,0,0,0,0,0
DL7USY,8,0,5,3,3,0,0,0
DL7VEO,9,1,4,7,1,1,0,0
DL7VPE,15,15,0,0,0,0,0,0
DL7VSN,5,1,2,2,1,0,0,0
DL7VSP,5,0,1,0,2,2,0,0
DL8AWK,4,0,3,2,0,0,0,0
DL8A,30,2,7,10,13,9,1,0
DL8BEG,6,0,1,0,4,1,0,0
DL8HK,6,0,1,4,1,1,0,0
DL8KAC,6,0,0,0,4,2,0,0
DL8KX,12,1,6,11,0,1,0,0
DL8LAQ,3,0,0,0,1,1,2,0
DL8L,3,0,0,2,1,0,0,0
DL8MBS,22,0,12,1,9,2,1,0
DL8MCG,3,0,0,0,1,3,1,0
DL8NBJ,27,0,6,11,15,10,2,0
DL8NU,8,0,0,1,1,7,0,0
DL8OBF,3,0,3,3,0,0,0,0
DL8OK,23,0,9,7,8,4,0,0
DL8ON,6,0,6,0,0,0,0,0
DL8PG,11,0,1,2,9,1,0,0
DL8QS,12,2,2,2,3,5,1,0
DL8RBR,16,0,1,7,9,2,0,0
DL8RB,8,1,4,1,3,0,0,0
DL8UP,9,1,3,1,5,3,0,0
DL8UUF,14,0,7,10,7,3,1,0
DL8WN,34,1,21,11,5,0,0,0
DL8WYJ,11,0,2,7,1,4,0,0
DL8YE,7,1,1,0,5,2,0,0
DL9CI,6,0,0,3,1,2,0,0
DL9DWR,4,0,1,1,1,2,0,0
DL9FCR,2,0,0,0,2,0,0,0
DL9GHT,6,1,1,2,3,0,0,0
DL9GK,13,0,0,0,0,13,0,0
DL9GL,8,0,2,3,3,0,0,0
DL9GRE,2,0,0,1,1,0,0,0
DL9GS,35,7,11,12,13,9,0,0
DL9IU,4,0,0,0,1,4,0,0
DL9JSO,9,0,2,2,5,5,0,0
DL9MS,17,1,3,7,8,6,0,0
DL9NBJ,3,0,1,2,0,1,0,0
DL9NBU,9,0,0,3,7,1,0,0
DL9OBM,1,1,0,0,0,0,0,0
DL9PR,1,0,0,0,1,0,0,0
DL9RBT,5,0,0,1,0,4,0,0
DL9TO,10,0,0,4,7,3,0,0
DL9UO,20,0,0,20,0,0,0,0
DL9XAW,7,0,0,1,6,1,0,0
DL9YCS,13,0,0,4,10,7,0,0
DL9YG,4,4,0,0,0,0,0,0
DL/OE2BVG,5,0,0,3,2,0,1,0
DM1KW,3,1,2,0,0,0,0,0
DM2DMI,18,0,0,5,3,12,0,0
DM2GG,11,4,0,0,3,4,1,0
DM3HZN,27,0,8,10,5,9,0,0
DM3MM,10,0,2,1,8,0,0,0
DM3RB,7,0,7,0,0,0,0,0
DM3VPJ,14,4,4,7,5,4,1,0
DM3WZN,12,0,0,2,4,9,1,0
DM3XB,3,0,0,0,2,1,0,0
DM5EL,4,2,0,1,1,3,0,0
DM5MM,10,0,1,4,4,8,0,0
DM5TE,5,0,2,3,1,0,0,0
DM6V,5,1,1,2,1,0,0,0
DM7T,8,0,1,4,3,0,0,0
DM8C,7,2,1,2,1,1,0,0
DM9EE,3,2,2,1,0,0,0,0
DO1MGN,7,0,0,0,0,7,1,0
DO1SC,2,1,1,0,0,0,0,0
DO5OT,8,0,0,0,0,8,0,0
DO7DSV,4,0,0,0,0,4,0,0
DO8WA,10,0,8,0,0,4,1,0
DP5A,9,0,3,3,2,2,0,0
DP5T,6,0,4,0,0,2,0,0
DP7A,11,0,3,8,0,2,0,0
DQ6Q,18,2,2,11,7,0,0,0
DR1A,29,2,9,17,5,2,0,0
DR4M,4,0,0,4,0,0,0,0
DR4N,12,1,5,1,4,1,1,0
DR4T,7,0,1,4,2,0,0,0
DR5A,13,1,4,5,2,0,1,0
DR5M,5,1,2,2,1,0,0,0
DR5R,8,0,4,4,2,0,0,0
DR7A,12,2,2,3,2,2,1,0
DR9A,10,4,3,1,1,2,0,0
DS0KBS,5,0,0,5,0,0,0,0
DS1JFY,20,0,8,3,13,1,0,0
DS1NSG,4,0,0,4,0,0,0,0
DS1RLZ,4,0,0,4,0,0,0,0
DS1STV,5,0,0,4,1,0,0,0
DS2GOO,5,0,3,3,1,1,0,0
DS2KGJ,13,0,2,7,0,6,2,0
DS2NDD,3,0,0,0,3,2,0,0
DS3EXX,9,2,0,4,5,0,0,0
DS4EO,2,0,0,0,2,0,0,0
DS4GEX,3,0,0,3,0,0,0,0
DS4GGM,4,0,2,1,2,0,0,0
DS4JI,3,0,0,1,2,0,0,0
DS5OYE,11,0,0,7,6,2,0,0
DS5RRV,8,0,0,8,0,0,0,0
DT0HS,18,1,3,7,7,1,0,0
DU1KA,12,0,0,1,5,9,1,0
DU1XX,2,0,0,0,0,2,0,0
DU7DRU,11,0,6,5,4,3,0,0
DY2W,6,0,3,1,2,0,0,0
DY8AC,9,0,0,5,0,4,0,0
E20HSK,6,0,0,1,3,2,0,0
E20MWE,3,0,0,1,1,2,0,0
E70EA,4,0,0,0,2,3,0,0
E71A,4,0,0,3,1,0,0,0
E73AJ,7,2,1,3,3,0,0,0
E73W,17,0,0,16,2,1,0,0
E73Y,17,0,0,11,8,4,0,0
E74BQ,3,0,0,3,3,1,1,0
E74SL,24,0,6,15,0,8,0,0
E74TV,4,1,0,3,0,0,0,0
E76WO,17,0,17,0,0,0,0,0
E77A,11,1,0,9,1,0,0,0
E77S,12,9,0,0,0,3,0,0
E77T,16,1,7,5,3,1,0,0
E78ZX,3,1,1,2,1,0,0,0
E79D,25,0,3,14,10,4,1,0
E7BC,7,7,0,0,0,0,0,0
E7OT,18,0,18,0,0,0,0,0
EA1ALE,10,0,0,7,2,1,0,0
EA1AYN,2,0,0,2,0,0,0,0
EA1CF,29,0,0,17,9,6,0,0
EA1CH,6,0,0,0,6,0,0,0
EA1CI,4,0,0,0,4,0,0,0
EA1DDU,4,0,1,4,1,0,0,0
EA1DR,14,3,6,3,7,5,0,0
EA1DWI,34,0,0,16,16,12,0,0
EA1DW,6,0,0,1,2,3,0,0
EA1EVS,5,0,4,5,0,0,0,0
EA1GT,11,0,0,5,6,3,0,0
EA1IYK,24,0,1,16,7,5,0,0
EA1RT,4,4,0,0,0,0,0,0
EA1TX,12,0,12,0,0,0,0,0
EA1VM,4,0,0,0,3,1,0,0
EA1WS,7,0,1,3,4,0,0,0
EA1WW,9,1,3,3,2,0,0,0
EA1YG,3,0,0,2,1,2,0,0
EA2AAE,3,0,0,0,2,1,0,0
EA2ASB,13,0,0,7,4,3,0,0
EA2BCJ,5,0,0,0,5,2,0,0
EA2DLX,7,0,1,2,3,2,0,0
EA2DP,4,0,0,2,0,2,0,0
EA2DSG,6,0,0,1,3,4,1,0
EA2KU,5,4,1,1,0,0,0,0
EA2SW,8,0,4,1,2,1,0,0
EA3AF,3,0,3,0,0,0,0,0
EA3AVV,12,0,4,4,4,6,0,0
EA3BV,5,0,0,5,0,0,0,0
EA3CA,6,0,2,3,3,0,0,0
EA3EW,5,0,0,5,0,0,0,0
EA3HSO,11,0,0,7,7,1,0,0
EA3IAA,13,6,3,2,0,4,1,0
EA3IAX,2,0,0,2,0,0,0,0
EA3JL,7,0,4,2,1,0,0,0
EA3JW,2,0,0,0,2,1,0,0
EA3KT,6,0,5,2,0,0,0,0
EA3RZ,14,0,0,10,0,5,0,0
EA4EBL,7,0,2,3,3,0,1,0
EA4EJR,3,0,0,0,2,1,0,0
EA4EPY,6,0,6,1,0,0,0,0
EA4FL,18,0,0,6,11,10,0,0
EA4HV,4,0,0,0,1,2,1,0
EA4IL,13,0,0,2,6,10,1,0
EA4KM,12,0,2,5,5,0,0,0
EA4KT,30,0,30,0,0,0,0,0
EA4RS,9,0,0,4,4,1,0,0
EA4VV,8,0,2,2,2,2,0,0
EA5AL,8,0,0,4,4,0,0,0
EA5BY,7,2,4,0,0,2,0,0
EA5CI,12,1,8,2,0,1,0,0
EA5CL,6,0,3,0,2,1,0,0
EA5DY,10,0,1,4,2,3,3,0
EA5FD,7,0,0,5,3,0,0,0
EA5FR,12,0,1,4,5,2,0,0
EA5GFX,4,0,0,1,1,3,0,0
EA5GU,3,0,0,0,3,0,0,0
EA5HM,6,0,2,2,2,1,1,0
EA5ILM,8,0,0,8,0,0,0,0
EA5KW,2,0,0,2,0,0,0,0
EA5LD,16,6,5,4,4,8,4,0
EA5NK,2,0,0,0,2,1,0,0
EA5RH,14,0,2,8,4,2,0,0
EA5RI,14,0,1,4,8,1,0,0
EA5RL,10,0,0,4,4,2,0,0
EA5RW,11,0,6,4,0,2,0,0
EA5UL,11,0,0,7,3,2,0,0
EA5WA,10,0,2,6,0,2,0,0
EA5XY,3,0,0,3,0,0,0,0
EA5/G4HZJ,3,0,0,1,3,2,0,0
EA6GP,22,0,5,7,7,11,1,0
EA6HX,9,0,0,9,0,0,0,0
EA6NB,13,4,6,7,3,1,0,0
EA6NP,15,0,7,2,0,7,0,0
EA6RM,7,0,0,7,0,0,0,0
EA6/DL7AFY,7,0,3,0,0,4,0,0
EA7AAW,5,0,0,2,2,1,0,0
EA7AJR,5,1,4,1,0,0,0,0
EA7AQR,10,0,1,2,8,5,0,0
EA7AQV,6,0,1,3,0,3,0,0
EA7AYF,6,0,0,6,0,0,0,0
EA7BB,8,0,0,0,2,8,1,0
EA7BJ,13,9,5,1,2,3,0,0
EA7BT,7,0,1,3,5,2,0,0
EA7CIX,7,0,0,0,7,0,0,0
EA7EU,2,0,0,0,1,1,0,0
EA7JW,16,2,5,7,1,7,0,0
EA7KD,8,0,2,1,4,2,0,0
EA7QW,4,1,1,2,0,0,0,0
EA7RW,6,0,0,6,0,0,0,0
EA7ST,23,2,12,4,0,6,1,0
EA7TS,17,0,0,17,0,0,0,0
EA7TV,6,3,3,1,0,0,0,0
EA7/DL3XO,2,2,1,1,0,0,0,0
EA7/OG5HW,11,0,0,0,0,11,0,0
EA8AXT,12,0,0,3,4,5,3,0
EA8BQM,8,1,0,1,5,7,2,0
EA8RH,4,0,0,1,4,0,1,0
EA8RM,9,0,0,9,0,0,0,0
EA8R,27,1,4,8,7,8,0,0
EA8TH,6,0,0,6,0,0,0,0
EA8U,11,0,5,5,1,1,0,0
EA8X,15,0,0,5,5,5,0,0
EA8/DK5AN,7,0,0,0,2,4,2,0
EA8/EA5HPX,4,0,0,4,0,0,0,0
EA8/G4JGV,11,1,1,6,4,6,1,0
EA9EU,16,13,0,0,0,3,1,0
EA9/EA55PX,7,0,0,7,0,0,0,0
EA9/EA5HP,7,0,0,7,0,0,0,0
EA9/EA5HWX,3,0,0,3,0,0,0,0
EA9/EA5HX,3,0,0,3,0,0,0,0
EA9/EA5PX,8,0,0,8,0,0,0,0
EA9/EA5SPX,22,0,0,22,0,0,0,0
EA/DK5IM,11,0,1,1,3,6,0,0
EB3JT,21,4,4,9,4,6,0,0
EB5W,5,0,0,0,0,5,0,0
EB8X,30,1,6,10,4,11,0,0
EC1DX,12,1,2,5,4,0,0,0
EC2BX,12,0,1,3,4,4,1,0
EC3DX,15,0,4,5,5,0,2,0
EC4DX,7,0,1,3,2,1,0,0
EC5AN,2,1,0,1,0,0,0,0
EC7CW,5,1,2,1,0,2,0,0
EC7DWP,7,0,3,4,2,2,0,0
EC7WA,19,0,0,2,2,16,0,0
ED1A,6,0,2,1,2,1,0,0
ED1C,8,1,1,4,1,1,0,0
ED8DX,20,0,3,9,2,6,2,0
ED8K,23,0,2,6,7,10,0,0
ED8R,7,0,0,3,1,3,0,0
ED9X,11,0,4,4,1,2,0,0
EF1A,21,0,2,8,10,2,1,0
EF2U,6,1,1,2,1,1,0,0
EF4A,7,0,3,1,3,0,0,0
EF4X,2,0,0,2,0,0,0,0
EF7R,15,0,4,5,3,4,0,0
EF8A,30,0,5,11,8,8,1,0
EF8F,28,2,3,9,9,7,0,0
EF8RI,2,0,0,2,0,0,0,0
EF8U,43,1,13,21,27,18,3,0
EF8V,5,0,0,2,1,3,0,0
EF8X,28,2,5,8,8,8,0,0
EF9R,22,1,3,8,5,5,0,0
EF9U,7,0,0,2,1,4,0,0
EG8X,10,0,2,2,3,3,0,0
EI0CZ,5,3,0,1,0,1,0,0
EI2MC,7,1,2,2,1,1,0,0
EI3V,7,3,0,2,2,0,0,0
EI3X,11,1,4,1,3,3,0,0
EI4HH,5,0,0,0,4,2,0,0
EI4KF,29,8,16,14,4,2,0,0
EI4KN,5,0,1,0,1,2,1,0
EI5JC,21,1,1,5,6,13,2,0
EI5KG,16,4,2,5,4,8,0,0
EI6FR,5,5,0,0,0,0,0,0
EI6GI,13,0,0,11,0,2,0,0
EI6IL,5,1,2,1,0,2,0,0
EI7BA,5,1,3,4,2,0,0,0
EI7GN,5,0,0,0,5,0,0,0
EI7GY,2,0,0,0,2,0,0,0
EI8IU,9,5,4,4,0,0,0,0
EI9C,47,7,23,27,16,12,1,0
EI9FVB,3,2,2,0,0,0,0,0
EI9P,17,2,4,6,3,4,0,0
EI9R,10,1,3,2,4,1,0,0
EK0C,7,0,3,2,1,2,0,0
EK3GN,3,3,0,0,0,0,0,0
ER1A,6,0,1,1,4,0,0,0
ER1Y,8,0,0,6,1,1,0,0
ER2A,5,0,1,0,4,0,0,0
ER3A,7,1,2,1,2,1,0,0
ER4M,25,2,2,7,10,5,0,0
ER4X,21,1,4,6,9,4,0,0
ER5XX,2,0,2,0,0,0,0,0
ER5X,2,0,2,0,0,0,0,0
ER6T,5,0,2,3,0,0,0,0
ER8R,22,0,2,10,6,7,0,0
ER8U,9,0,0,3,3,3,0,0
ES0C,14,2,2,8,1,1,0,0
ES0URA,11,0,0,0,9,2,0,0
ES1BS,10,1,3,3,2,2,0,0
ES1CW,12,0,6,1,6,5,1,0
ES1QD,25,0,23,2,0,0,0,0
ES2MA,10,0,2,3,8,3,1,0
ES5C,7,0,1,2,2,2,0,0
ES5KF,5,0,0,1,3,1,0,0
ES7DX,4,0,0,0,4,0,0,0
ES7GN,14,0,0,0,14,0,0,0
ES8C,20,4,6,8,5,2,0,0
ES9K,9,0,2,3,3,1,0,0
EU1FQ,19,2,0,3,9,11,0,0
EU1KY,16,16,2,0,0,0,0,0
EU1R,13,0,4,6,3,2,0,0
EU2A,9,0,0,5,3,0,1,0
EU2WW,7,1,1,1,2,2,0,0
EU7A,9,4,2,2,1,0,0,0
EU8A,23,21,4,1,0,0,0,0
EU9C,7,2,2,3,0,0,0,0
EV4R,14,0,1,10,0,4,0,0
EW1WW,9,1,3,3,2,0,0,0
EW2A,11,6,1,6,1,0,0,0
EW2FU,2,0,1,0,1,0,0,0
EW4A,11,0,1,2,7,1,0,0
EW5W,16,2,4,7,5,0,0,0
EW6FM,17,1,2,7,5,6,0,0
EW7W,22,1,7,13,3,1,0,0
EW8A,8,2,1,3,2,1,0,0
EW8Z,5,0,0,5,0,0,0,0
EX8M,30,3,5,11,10,8,1,0
EY8MM,6,1,2,0,3,3,2,0
EZ0T,6,0,6,0,0,0,0,0
EZ8X,5,0,3,2,0,0,0,0
F1DUZ,6,2,0,2,2,1,0,0
F1EBN,2,0,0,0,0,0,2,0
F1ICS,5,0,0,1,1,3,0,0
F1MNQ,8,0,0,4,4,3,0,0
F2AI,10,0,3,1,4,3,0,0
F2DX,16,4,4,4,2,6,0,0
F2GL,10,0,0,1,3,5,1,0
F2IL,4,1,0,3,0,0,0,0
F2JD,20,6,3,5,3,5,1,0
F2LG,12,0,2,4,6,5,0,0
F2NY,4,4,0,0,0,0,0,0
F3MB,2,0,0,0,2,0,0,0
F3OA,22,2,5,9,9,5,0,0
F4AZF,4,3,1,0,0,0,0,0
F4CUO,9,0,0,8,3,1,0,0
F4DIA,6,1,1,4,2,1,0,0
F4EGG,5,0,0,2,1,2,0,0
F4FFN,13,1,1,8,2,5,1,0
F4FGC,5,0,0,2,2,2,0,0
F4FLF,5,0,1,3,0,1,0,0
F4FYE,7,0,1,2,6,1,0,0
F4GAJ,18,0,1,6,2,10,0,0
F4GBW,4,0,0,2,2,0,0,0
F4GTB,2,0,0,0,1,2,0,0
F4HEC,9,4,3,1,3,3,0,0
F4HIK,3,0,0,2,2,0,0,0
F4KJR,2,0,0,0,2,0,0,0
F4SXJ,9,1,1,2,4,3,0,0
F4WDN,17,0,1,6,6,5,0,0
F5AQB,5,0,1,2,1,2,0,0
F5BEG,8,0,0,4,6,0,0,0
F5BZB,21,14,3,1,0,6,0,0
F5CBQ,13,0,0,10,4,2,0,0
F5DAN,7,0,0,0,7,0,0,0
F5ENO,10,1,2,2,4,1,0,0
F5GGL,3,0,2,0,0,1,0,0
F5HGT,3,0,1,0,2,0,0,0
F5ILS,17,0,0,6,11,3,0,0
F5IQG,7,0,0,3,3,1,0,0
F5IQY,3,0,0,1,0,2,0,0
F5IYU,10,0,2,2,4,3,2,0
F5JDG,10,0,0,2,9,0,0,0
F5JFU,18,1,6,6,6,9,3,0
F5JIW,3,0,0,3,0,0,0,0
F5JMI,25,0,7,10,11,2,0,0
F5JNX,10,0,4,0,2,5,0,0
F5JQF,10,0,0,0,4,9,0,0
F5JRC,4,0,0,4,0,0,0,0
F5JWH,8,0,2,3,2,2,0,0
F5KHE,5,0,0,2,2,1,0,0
F5LLN,9,0,0,2,5,3,0,0
F5LMJ,18,0,5,4,10,0,0,0
F5LQE,17,0,3,7,10,3,0,0
F5LQ,22,11,0,4,6,5,2,0
F5LWD,8,0,1,2,6,0,0,0
F5MMB,10,0,4,5,5,1,0,0
F5MMX,5,0,0,0,5,0,0,0
F5MNK,9,0,0,5,6,2,0,0
F5MXQ,10,0,0,0,10,0,0,0
F5NBU,8,0,6,6,4,2,0,0
F5NTS,10,0,0,1,9,3,0,0
F5NTV,12,6,4,2,0,3,1,0
F5NZY,11,1,2,1,7,3,0,0
F5NZ,18,9,1,5,6,5,0,0
F5OAM,7,0,3,3,2,1,0,0
F5OHV,11,0,0,9,2,0,0,0
F5ORB,5,0,1,5,1,0,0,0
F5OSM,13,0,4,6,2,2,0,0
F5PAC,10,7,2,0,2,0,0,0
F5PBG,12,0,5,5,3,2,0,0
F5PJG,3,0,0,2,0,2,0,0
F5PJQ,3,0,0,0,3,2,0,0
F5PRS,9,0,3,3,3,0,0,0
F5PZR,3,1,0,2,1,0,0,0
F5RMN,2,0,0,2,0,0,0,0
F5SGP,7,0,2,4,1,0,0,0
F5SIH,9,0,3,4,1,3,0,0
F5STR,11,0,7,2,2,0,0,0
F5TDB,6,0,0,1,4,1,0,0
F5TFW,10,0,1,3,5,2,0,0
F5TGW,8,0,2,5,2,1,0,0
F5TXA,4,0,0,2,2,0,0,0
F5UB,24,0,7,10,9,0,0,0
F5UFX,21,13,0,2,3,4,3,0
F5UOW,11,0,7,3,1,1,0,0
F5UQE,12,0,0,5,3,4,2,0
F5VHQ,4,0,0,0,3,2,0,0
F5VIF,2,0,0,0,2,0,0,0
F5VJC,7,0,1,7,0,0,0,0
F5VU,13,0,3,2,1,7,0,0
F5YD,3,3,0,0,0,0,0,0
F6ACD,3,1,1,1,0,1,0,0
F6ACV,6,0,1,1,2,4,0,0
F6AEW,14,0,0,6,5,4,0,0
F6AML,2,0,0,0,0,2,0,0
F6AOJ,15,5,6,6,1,3,1,0
F6ARL,3,0,2,0,2,0,0,0
F6AXX,6,0,1,5,2,2,0,0
F6BBO,17,0,0,0,6,12,3,0
F6BCW,12,0,2,2,6,6,1,0
F6BFH,6,0,0,5,0,1,0,0
F6BGC,6,0,0,0,5,3,0,0
F6BNH,12,0,0,10,0,4,0,0
F6BVY,14,0,0,8,3,6,0,0
F6BYZ,8,0,0,0,4,6,1,0
F6CBL,17,0,0,4,14,0,0,0
F6CPD,9,0,0,1,4,4,0,0
F6CSO,4,0,0,0,4,0,0,0
F6CSQ,16,13,2,1,2,1,0,0
F6CUK,16,0,0,16,0,0,0,0
F6DKQ,8,3,2,2,2,0,0,0
F6DVH,21,0,11,5,5,1,0,0
F6DWX,23,0,0,8,8,7,0,0
F6EAH,7,0,3,3,2,0,0,0
F6EAS,9,0,3,4,4,1,0,0
F6ECS,2,0,1,1,0,0,0,0
F6EDO,5,0,2,0,3,0,0,0
F6EKJ,13,0,5,5,2,3,0,0
F6EKR,9,0,0,4,5,1,0,0
F6EO,8,3,2,2,1,0,0,0
F6EPQ,12,0,0,1,11,0,0,0
F6EQZ,14,0,3,1,8,10,1,0
F6EWB,4,0,0,0,0,4,0,0
F6EYB,6,1,0,1,4,1,0,0
F6EYD,16,9,2,5,3,5,1,0
F6EZV,15,0,0,1,14,0,0,0
F6FDR,27,2,8,9,12,10,0,0
F6FGB,3,0,2,1,0,0,0,0
F6FHO,5,0,0,1,2,3,0,0
F6FII,10,0,4,4,5,0,0,0
F6FSW,10,0,0,0,3,8,1,0
F6FTI,11,0,1,10,1,1,0,0
F6FUD,11,0,3,4,2,4,0,0
F6GNZ/P,3,0,0,0,1,3,0,0
F6GNZ,4,0,0,1,0,2,1,0
F6GOX,4,3,0,0,0,1,0,0
F6GPT,5,2,0,1,0,2,1,0
F6GUF,6,0,2,1,2,3,0,0
F6GYF,7,0,0,0,5,3,0,0
F6HBI,8,0,2,2,3,1,0,0
F6HKA,27,1,3,11,14,10,0,0
F6HLC,11,4,2,2,2,6,1,0
F6HLQ/QRP,5,0,0,3,0,2,1,0
F6HRP,4,1,0,0,1,1,2,0
F6HZF,4,0,0,4,0,0,0,0
F6IFJ,3,3,0,0,0,0,0,0
F6IIA,13,0,0,7,0,8,0,0
F6IPQ,20,0,0,10,4,6,4,0
F6IRO,4,0,0,2,2,1,0,0
F6KDL,25,0,9,11,11,7,0,0
F6KOP,3,0,2,1,0,0,0,0
F6SKA,15,0,1,6,4,5,0,0
F8AUF,6,0,0,1,3,4,1,0
F8BBL,13,0,1,7,7,0,0,0
F8BCU,16,0,0,1,6,13,0,0
F8BDX,5,0,0,1,1,3,0,0
F8BJO,7,0,0,0,5,4,0,0
F8CMF,8,1,0,3,4,3,0,0
F8DEG,8,0,0,5,4,1,0,0
F8DGF,5,0,0,0,2,3,0,0
F8DJV,2,0,0,0,2,1,0,0
F8DSE,5,0,5,0,0,0,0,0
F8EFU,4,2,0,0,2,0,0,0
F8FSN,2,0,0,2,0,0,0,0
F8GFA,10,6,1,1,2,2,0,0
F8GQO,18,0,1,11,6,2,0,0
F8GSV,7,1,0,5,2,0,0,0
F8IJV,7,0,0,0,0,0,7,0
F8OML,6,0,2,1,2,2,0,0
F9CI,14,3,4,8,4,5,1,0
F9EW,21,0,5,11,9,4,0,0
F9OE,14,0,0,6,9,0,0,0
FF2OC,3,0,0,0,3,1,0,0
FJ/TO2SP,12,0,1,3,4,6,0,0
FM5CW,3,0,0,1,3,0,0,0
FM5WD,7,0,0,0,2,4,1,0
FR4PV,3,0,0,0,0,3,0,0
FY4KE,4,0,0,4,0,0,0,0
FY5YE,13,0,0,12,3,0,0,0
G0AJJ,7,0,0,4,5,0,0,0
G0AOL,4,0,0,0,4,0,0,0
G0BAI,5,0,0,3,3,0,0,0
G0BXC,6,0,2,3,1,2,0,0
G0ECJ,7,0,0,1,4,4,0,0
G0EHO,6,2,2,0,1,2,0,0
G0GQP,4,0,0,4,0,0,0,0
G0HFL,11,0,0,5,3,3,1,0
G0HIO,3,0,2,2,0,0,0,0
G0JHC,5,0,0,0,3,4,0,0
G0JSP,4,0,0,0,3,2,0,0
G0OKF,9,0,0,3,6,5,0,0
G0ORC,15,0,3,6,3,7,0,0
G0TSM,3,0,0,0,3,0,0,0
G0UCH,11,0,3,4,2,6,0,0
G0UMY,21,0,0,4,9,8,0,0
G0VJG,5,0,1,0,3,1,0,0
G0WBR,4,0,0,3,0,1,1,0
G0WRS,3,0,0,0,2,2,0,0
G0Y,14,0,3,3,8,1,0,0
G3GLL,2,0,0,0,1,2,0,0
G3HTA,9,0,2,4,2,3,0,0
G3IGZ,8,0,0,4,3,2,0,0
G3IOI,4,0,2,3,1,1,0,0
G3JFS,7,0,0,0,5,2,0,0
G3JIR,6,6,0,1,0,0,0,0
G3JMJ,2,1,1,0,0,0,0,0
G3JUL,18,0,1,1,16,3,0,0
G3KAF,11,0,6,5,4,3,0,0
G3KDP,4,0,0,0,3,2,0,0
G3KMG,5,0,0,0,1,3,1,0
G3KML,4,0,0,0,3,2,0,0
G3KTZ,13,2,3,5,4,5,0,0
G3KWK,19,0,0,19,0,1,0,0
G3KYF,13,0,0,0,9,6,0,0
G3LKZ,15,0,0,8,0,8,0,0
G3LUW,2,0,0,0,2,0,0,0
G3MCK,7,0,0,1,6,0,0,0
