Call,TotalHours,OnePointEightMHz,ThreePointFiveMHz,SevenMHz,FourteenMHz,TwentyOneMHz,TwentyEightMHz,None
AJ2Y,3,0,0,0,3,0,0,0
AJ4A,3,2,0,0,1,1,0,0
AJ8B,13,0,8,0,4,2,0,0
AJ9D,13,0,0,5,4,6,0,0
AJ9K,10,0,4,6,2,2,0,0
AJ9M,10,0,0,0,10,0,0,0
AK0MR,25,0,0,8,13,7,0,0
AK1N,12,0,0,2,8,7,1,0
AK2S,3,0,0,3,2,0,0,0
AK3X,7,0,0,2,2,3,0,0
AK5Q,7,5,0,2,0,0,0,0
AK5Y,7,0,0,0,6,3,0,0
AK7V,3,0,0,1,1,2,0,0
AK9B,22,0,0,11,8,6,1,0
AL7JK,16,1,4,5,8,0,0,0
AL7R,4,0,0,0,4,2,2,0
AS0K,9,0,0,3,3,3,1,0
AV4A,7,0,0,3,3,3,0,0
BA3OM,9,0,0,0,6,4,0,0
BA3QZ,22,0,2,9,15,9,5,0
BA4BL,5,0,0,0,5,0,0,0
BA4EO,26,0,0,13,11,7,2,0
BA4II,5,0,0,3,2,1,1,0
BA4RF,1,0,0,0,0,1,0,0
BA7IO/QRP,9,0,0,3,5,3,0,0
BA7IO,7,0,0,1,4,3,0,0
BD1IIJ,6,0,0,4,2,0,0,0
BD2RJ,2,0,0,1,2,0,0,0
BD6CQZ,1,0,0,0,1,0,0,0
BD7BJ,6,0,0,0,1,5,0,0
BD7IAL,9,0,0,0,9,0,0,0
BD7MNI,9,0,0,9,0,0,0,0
BG1JR,9,0,0,0,9,0,0,0
BG4ASK,10,0,0,0,10,0,0,0
BG4BAG,10,0,0,3,8,5,1,0
BG4FRZ,2,0,0,2,0,0,0,0
BG4NMT,7,0,1,6,1,0,0,0
BG4QNE,17,0,0,4,11,4,0,0
BG4VIX,9,0,0,1,4,6,1,0
BG4WOM/QRP,2,0,0,2,0,0,0,0
BG5SVP,7,0,0,0,7,0,0,0
BG5TZP,8,0,0,8,0,0,0,0
BG6CJR,2,0,0,0,2,0,0,0
BG7BDB,12,0,0,0,4,4,6,0
BH2QMT,4,0,0,4,1,0,0,0
BH4BUI,2,0,0,0,2,0,0,0
BH4SYG,7,0,4,3,0,0,0,0
BH4TNQ,5,0,0,2,3,0,0,0
BH4UTT,2,0,0,2,0,0,0,0
BH4XDZ,4,0,0,0,4,1,0,0
BH6KO,3,0,0,0,1,2,0,0
BH7JAF,7,0,0,2,5,0,0,0
BI3NAW,4,0,0,3,2,0,0,0
BI4ISB,8,0,0,3,1,4,1,0
BI4IZ,18,1,2,3,7,5,0,0
BI4SB,8,0,0,1,4,4,1,0
BI4SHB,6,0,1,1,2,2,0,0
BI4SIB,18,0,0,8,3,7,0,0
BI4SSD,5,0,0,2,2,2,0,0
BI4VTX,9,0,0,1,3,4,3,0
BS1SCW,9,0,0,0,9,0,0,0
BS4TQX,5,0,1,1,2,1,0,0
BU2CM,4,0,0,1,0,3,0,0
BV1ER,5,0,3,0,2,0,0,0
BX2AB,6,0,1,0,2,3,1,0
BX2AK,2,0,0,0,2,0,0,0
BY0W,26,0,2,9,13,2,0,0
BY1SAM,6,0,0,1,5,0,0,0
BY3M,23,0,2,11,8,6,1,0
BY7AC,8,0,0,3,2,3,0,0
BY7KTO,5,0,1,0,4,0,0,0
BY8C,7,0,1,4,0,1,1,0
C3W,11,0,2,4,2,3,0,0
C4VC,4,0,0,0,0,4,0,0
C61H,12,0,0,6,3,3,0,0
CA2LQA,4,0,0,0,2,0,3,0
CB1S,15,0,0,4,7,5,0,0
CD1H,7,0,0,4,1,2,0,0
CE1CT,6,0,0,2,1,2,1,0
CE2CT,36,0,1,12,9,17,3,0
CE2NGN,2,0,0,0,0,2,0,0
CE4CT,6,0,0,1,1,4,0,0
CE6SAX,3,0,0,0,0,0,3,0
CF2RC,1,0,1,1,1,0,0,0
CF3SZ,29,10,11,19,6,10,0,0
CF3ZNW,22,2,5,9,8,5,0,0
CG5AAD,3,0,0,0,0,3,0,0
CN1AA,15,0,3,6,4,3,1,0
CN1R,10,0,0,5,3,2,0,0
CN2AR,6,0,3,1,0,2,0,0
CN2A,24,2,8,6,7,6,1,0
CN2JJ,5,0,0,0,3,1,2,0
CN2N,7,0,2,0,2,3,0,0
CN2RR,6,0,0,0,3,3,0,0
CN2W,6,0,0,2,1,3,0,0
CN3AA,41,4,10,11,8,11,1,0
CN3R,29,1,3,9,9,16,2,0
CN3W,13,0,1,4,3,5,0,0
CN8AA,8,0,4,2,0,2,0,0
CN8CE,11,0,0,6,0,5,1,0
CO2AN,2,0,2,0,0,0,0,0
CR2AA,11,0,1,2,5,4,0,0
CR2OO,27,1,6,7,13,11,0,0
CR2R,8,1,2,1,3,1,0,0
CR2W,18,0,2,7,3,8,0,0
CR300,7,0,2,3,2,2,0,0
CR3AA,11,0,1,4,1,5,0,0
CR3A,10,2,1,3,3,2,0,0
CR3K,6,1,1,1,2,1,0,0
CR3M,14,1,3,3,0,8,0,0
CR3O,9,0,2,3,3,1,0,0
CR3R,17,0,3,4,7,4,0,0
CR3WW,36,3,7,16,13,11,1,0
CR4T,10,0,0,4,3,3,0,0
CR5HB,16,0,0,8,6,5,0,0
CR5HHB,7,0,0,4,1,2,0,0
CR5HSB,28,0,0,14,8,12,1,0
CR5K,8,0,1,5,1,2,0,0
CR5SB,6,0,0,3,1,2,0,0
CR6A,9,0,0,2,6,1,0,0
CR6T,6,0,1,3,1,1,0,0
CR6X,20,1,7,8,8,2,0,0
CR7AJL,8,0,0,5,3,0,0,0
CR9/OM3BH,2,0,0,2,0,0,0,0
CT1BQS,6,0,0,2,3,3,0,0
CT1DBH,6,0,0,5,1,0,0,0
CT1EKD,5,5,0,0,0,0,0,0
CT1G,1,1,0,0,0,0,0,0
CT1HXB,1,0,1,1,0,0,0,0
CT1JGA,8,6,2,0,2,1,0,0
CT2AA,6,0,0,4,2,0,0,0
CT2HPM,17,0,0,2,16,8,2,0
CT2R,8,0,0,2,3,3,0,0
CT3AA,7,0,3,4,0,0,0,0
CT3/OM3BH,9,0,0,9,0,0,0,0
CT3/OM3RM,6,0,0,0,0,6,0,0
CT4NH,9,1,2,4,2,3,0,0
CT5A,15,3,3,7,2,1,0,0
CT7/F6HBR,35,0,10,11,19,9,1,0
CT8/OM3GI,6,0,0,0,6,0,0,0
CT9T,8,0,5,1,2,0,0,0
CT9X,24,0,1,12,10,3,0,0
CT9/9A3XU,8,0,8,0,0,0,0,0
CT9/9A3X,3,0,3,0,0,0,0,0
CT9/OH2BTB,2,0,0,2,0,0,0,0
CT9/OH3RM,3,0,0,0,0,3,0,0
CT9/OM3BS,32,0,0,31,1,0,0,0
CT9/OM3B,4,0,0,4,0,0,0,0
CT9/OM3DH,7,0,0,7,0,0,0,0
CT9/OM3GE,6,0,0,0,6,0,0,0
CT9/OM3G,5,0,0,0,5,0,0,0
CT9/OM3MI,7,0,0,0,7,0,0,0
CT9/OM3ZI,9,0,0,0,9,0,0,0
CT9/R7CW,9,1,3,2,1,2,0,0
CT9/R7W,1,0,0,0,0,1,0,0
CT/OM3BH,4,0,0,4,0,0,0,0
CT/OM3GI,7,0,0,0,7,0,0,0
CU2DX,16,0,5,11,3,2,1,0
CU3DX,13,0,0,13,0,0,0,0
CW3MAX,17,0,0,0,0,17,0,0
CW3W,8,0,1,3,0,4,0,0
CW4MA,7,0,0,0,0,7,0,0
CW5MAX,7,0,0,0,0,7,0,0
CW5WF,2,0,0,0,0,2,0,0
CX2AQ,17,0,0,2,5,9,6,0
CX5VA,5,0,0,0,3,2,0,0
CX7SS,6,0,0,0,0,6,0,0
D2C,11,1,0,7,3,0,0,0
D90HE,5,0,1,1,2,1,0,0
DA0A,21,0,10,10,2,6,2,0
DA0RTC,6,0,3,1,2,0,0,0
DA0WAC,8,0,1,3,4,0,0,0
DA0WARC,14,1,4,5,3,2,0,0
DA0WARTC,8,1,2,3,2,0,0,0
DA0WRC,30,2,9,16,11,2,1,0
DA0WRT,16,0,6,6,4,0,0,0
DA0WTC,14,1,3,5,4,1,0,0
DA0WTRC,13,0,1,8,4,1,0,0
DA2WRA,9,0,2,0,5,2,0,0
DA5YJ,6,6,0,0,0,0,0,0
DB1BAN,5,0,0,5,1,0,0,0
DB5FW,4,0,0,0,4,0,0,0
DD0RC,11,0,4,5,1,1,0,0
DD1KT,2,0,0,0,2,1,0,0
DD2NU,11,0,0,11,0,0,0,0
DD5ZZ,11,0,5,7,2,1,0,0
DD8ALO,2,2,0,0,0,0,0,0
DD9WL,6,0,0,1,5,1,0,0
DF0HAX,26,2,9,6,6,3,1,0
DF0H,4,1,1,0,2,0,0,0
DF0IAX,9,1,2,0,4,1,1,0
DF0MQ,13,5,7,1,1,0,0,0
DF0SQ,47,9,24,34,19,12,3,0
DF0SX,13,2,6,1,2,3,0,0
DF0TX,8,0,0,5,1,2,0,0
DF1BV,9,0,0,1,3,6,0,0
DF1GC,9,0,0,3,0,6,0,0
DF1GN,8,0,0,7,1,0,0,0
DF1HC,3,0,0,2,0,1,0,0
DF1JM,4,0,2,4,0,0,0,0
DF1KG,7,0,0,4,5,0,0,0
DF1PY,10,0,1,5,3,5,0,0
DF2BO,3,0,2,2,0,0,0,0
DF2GH,11,1,4,1,4,2,1,0
DF2IY,16,0,3,11,7,2,0,0
DF2KK,11,0,0,2,6,6,0,0
DF2NU,8,3,4,4,1,0,0,0
DF2PH,7,0,0,2,5,1,0,0
DF2PI,15,0,0,0,5,13,3,0
DF2QC,3,0,1,1,1,0,0,0
DF2QZ,5,0,0,4,1,1,0,0
DF2SD,21,0,0,11,6,6,0,0
DF2UD,10,0,0,2,7,6,0,0
DF2UQ,3,0,0,0,0,3,0,0
DF2UU,15,12,2,3,1,1,0,0
DF2VZ,8,0,0,6,2,1,0,0
DF3EC,5,2,4,5,2,0,0,0
DF3EK,7,0,2,2,4,4,0,0
DF3FS,6,0,0,3,4,0,0,0
DF3JO,18,1,1,5,2,11,0,0
DF3MC,5,1,1,1,2,1,0,0
DF3PN,14,0,0,0,8,8,0,0
DF3XX,5,0,2,2,2,0,0,0
DF4RD,6,0,0,0,6,1,0,0
DF4TD,13,0,0,8,3,3,0,0
DF4ZK,5,0,0,2,2,1,0,0
DF5AU,7,3,0,0,3,4,2,0
DF5DM,10,0,3,3,4,1,0,0
DF5EM,7,1,0,4,1,1,0,0
DF5QC,3,0,1,3,2,0,0,0
DF5WBA,7,0,0,0,0,7,1,0
DF5WN,7,0,0,0,0,7,0,0
DF5ZV,2,0,1,1,0,0,0,0
DF6FBL,7,0,1,2,3,0,1,0
DF6FQ,21,3,9,10,9,1,0,0
DF6NW,5,2,1,2,1,3,1,0
DF6QB,6,1,0,2,4,0,0,0
DF6QE,8,0,1,6,4,1,0,0
DF6QU,6,2,0,2,2,0,0,0
DF7BA,28,0,12,17,4,2,0,0
DF7FX,4,0,0,4,0,0,0,0
DF7NX,13,0,0,10,0,3,0,0
DF8AE,4,0,0,3,1,0,0,0
DF8IU,3,0,0,3,0,0,0,0
DF8JK,1,0,0,0,1,0,0,0
DF8PN,4,0,1,1,2,1,0,0
DF9EY,14,0,0,6,5,9,0,0
DF9HQ,9,0,2,2,3,1,1,0
DF9JS,21,7,6,2,3,8,1,0
DF9KF,6,2,2,3,1,1,0,0
DF9YC,8,0,0,0,7,3,0,0
DG1BHA,18,0,1,12,8,4,1,0
DG1LQX,4,0,3,1,0,0,0,0
DG1VL,5,4,4,2,0,0,1,0
DG2BAR,6,0,2,3,1,0,0,0
DG2GAW,11,1,10,8,4,1,0,0
DG4FDQ,10,0,0,5,7,0,0,0
DG4UF,7,0,2,1,2,3,0,0
DG5BRE,5,0,2,3,1,1,0,0
DG5LP,21,4,4,7,4,8,1,0
DG6MDG,4,0,0,1,3,0,0,0
DG7MA,8,0,0,7,3,0,0,0
DG8FBV,8,0,0,1,5,5,0,0
DH0GSU,23,0,5,10,7,4,0,0
DH1DAC,3,2,1,0,1,0,0,0
DH1KGO,2,0,2,0,0,0,0,0
DH1PM,5,1,1,0,1,2,0,0
DH2FW,13,6,5,2,6,3,0,0
DH2MS,1,0,0,0,1,1,0,0
DH3MIT,6,0,2,2,0,1,1,0
DH3UN,9,0,1,5,3,0,0,0
DH4JQ,20,7,5,1,3,8,0,0
DH7NO,6,3,1,1,1,0,0,0
DH7PR,12,0,0,7,6,3,1,0
DH8WC,20,0,0,16,5,0,0,0
DH8ZA,13,1,1,7,7,0,0,0
DH9SB,1,0,0,0,0,1,0,0
DJ0BE,10,0,0,3,2,5,0,0
DJ0EZB,7,0,0,0,0,7,0,0
DJ0FX,6,1,2,4,2,0,1,0
DJ0IP,6,0,3,0,1,1,1,0
DJ1KJ,6,0,0,2,4,4,1,0
DJ1ND,6,2,0,1,3,0,0,0
DJ1PQ,6,2,2,1,2,0,0,0
DJ1TU,13,1,2,3,3,6,0,0
DJ1YFK,1,0,1,1,0,0,0,0
DJ2NR,2,0,0,2,0,0,0,0
DJ2PJ,3,0,3,2,0,0,0,0
DJ3DQ,23,0,13,11,4,6,0,0
DJ3EZ,4,3,0,2,0,0,0,0
DJ3KR,6,3,2,4,0,0,0,0
DJ3NJ,7,0,2,1,5,1,0,0
DJ3NK,22,0,3,5,14,6,2,0
DJ3TF,3,2,0,1,0,0,0,0
DJ3TU,11,0,0,3,7,7,0,0
DJ4DY,2,0,0,1,1,0,0,0
DJ4FK,3,0,3,0,0,0,0,0
DJ4IP,13,0,6,9,0,2,0,0
DJ4LK,5,1,0,3,1,1,1,0
DJ4MM,2,0,1,1,0,0,0,0
DJ4OQ,4,0,0,1,1,3,2,0
DJ4PT,10,3,0,2,3,5,2,0
DJ4WT,10,0,0,5,3,3,0,0
DJ4XD,4,1,2,3,0,0,0,0
DJ5AA,10,0,1,6,3,2,0,0
DJ5AZ,17,3,9,2,5,1,0,0
DJ5CL,7,0,2,3,2,4,0,0
DJ5EJ,11,8,3,6,0,0,0,0
DJ5EU,4,0,4,0,0,0,0,0
DJ5MF,3,0,2,1,1,0,0,0
DJ5MN,14,4,3,4,3,5,3,0
DJ5RE,8,3,2,2,1,0,0,0
DJ5TD,1,0,0,0,1,1,0,0
DJ6A,7,0,2,5,0,0,0,0
DJ6HE,3,0,1,0,3,0,0,0
DJ6HP,3,1,2,0,0,0,0,0
DJ6OI,5,0,5,0,0,0,0,0
DJ6PC,10,0,1,1,6,4,0,0
DJ6RN,33,0,9,17,10,12,1,0
DJ6T,12,0,4,1,3,4,0,0
DJ6XB,3,0,0,0,2,1,0,0
DJ6YL,6,2,2,0,1,1,1,0
DJ6YX,6,0,1,3,2,0,0,0
DJ6ZC,4,0,0,4,0,0,0,0
DJ7BU,2,0,0,2,0,0,0,0
DJ7MS,18,4,5,4,6,0,0,0
DJ7OM,3,0,0,1,2,3,0,0
DJ7PT,16,5,1,5,4,5,1,0
DJ7RL,24,6,0,12,12,5,0,0
DJ7UD,3,0,0,0,2,2,0,0
DJ7UO,9,2,0,0,6,3,1,0
DJ7UP,3,0,1,2,0,0,0,0
DJ7YM,5,0,3,0,0,1,1,0
DJ8CK,6,5,0,2,0,0,0,0
DJ8GE,1,1,1,1,0,0,0,0
DJ8HB,1,1,0,0,0,0,0,0
DJ8SW,1,0,1,0,0,0,0,0
DJ8UL,6,0,0,5,0,0,1,0
DJ8VC,8,0,1,1,5,5,0,0
DJ8WI,5,0,0,3,1,1,0,0
DJ9CN,6,0,0,3,2,2,0,0
DJ9EG,13,1,4,4,7,3,0,0
DJ9GS,7,0,0,1,2,5,0,0
DJ9MS,4,0,1,3,1,0,0,0
DJ9SO,18,0,6,11,7,4,0,0
DJ9ZD,7,0,0,0,0,7,0,0
DK0FL,5,0,0,0,0,5,0,0
DK0RC,7,2,4,1,0,0,0,0
DK0WRTC,14,0,3,8,2,0,1,0
DK1A,12,2,1,3,3,3,0,0
DK1BN,12,0,0,1,0,11,0,0
DK1EO,6,1,2,4,0,0,0,0
DK1GW,12,0,4,5,1,2,0,0
DK1KQ,3,3,0,0,0,0,0,0
DK1MAX,16,1,6,7,7,8,0,0
DK1OP,2,0,0,0,1,2,0,0
DK1OU,3,0,0,0,2,2,0,0
DK1PG,5,4,4,3,0,0,0,0
DK1TA,6,0,1,3,2,0,0,0
DK1TX,8,0,3,5,2,2,0,0
DK1WB,16,8,3,5,2,7,0,0
DK1WV,2,0,2,1,1,0,0,0
DK1XC,7,0,1,4,2,2,0,0
DK2BU,10,0,0,0,9,1,0,0
DK2DO,5,0,0,1,4,1,0,0
DK2HZ,12,0,1,3,7,4,0,0
DK2JP,14,0,4,5,1,5,0,0
DK2MU,16,2,3,9,6,0,0,0
DK2TX,31,0,0,29,7,0,0,0
DK2WC,3,0,1,3,0,0,0,0
DK2WV,4,4,0,0,1,0,0,0
DK2YL,4,1,3,0,1,0,0,0
DK3BN,7,0,0,0,7,0,0,0
DK3DG,4,4,0,0,0,0,0,0
DK3IR,4,0,1,3,1,1,0,0
DK3NU,2,0,0,0,2,0,0,0
DK3RED,7,4,2,2,1,0,0,0
DK3SJ,10,0,2,3,2,3,0,0
DK3ZL,8,0,0,2,1,4,2,0
DK4FP,5,0,0,1,1,3,0,0
DK4IG,3,0,0,1,2,0,0,0
DK4MT,19,1,0,8,7,8,1,0
DK4ST,5,0,0,3,2,0,0,0
DK4XB,2,0,0,0,2,1,0,0
DK4YF,12,2,1,5,4,5,0,0
DK5AD,5,3,5,1,0,0,0,0
DK5AL,14,0,7,9,6,4,0,0
DK5BO,3,0,0,0,3,0,0,0
DK5CCA,2,0,0,0,0,2,2,0
DK5CM,2,0,0,0,2,0,0,0
DK5HZ,8,0,2,2,2,2,0,0
DK5WL,5,2,0,0,0,2,1,0
DK5XO,4,0,1,1,2,2,0,0
DK6DL,6,0,1,0,1,3,1,0
DK6HN,6,0,0,0,4,2,0,0
DK6IM,18,2,0,9,5,5,0,0
DK6QW,11,0,1,5,4,2,1,0
DK6TR,5,0,1,4,0,0,0,0
DK7AC,3,1,2,1,2,0,0,0
DK7CX,5,0,1,2,1,3,0,0
DK7DU,10,2,4,5,3,4,2,0
DK7FZ,14,0,6,2,5,2,0,0
DK7IF,8,0,0,0,6,3,0,0
DK7SS,16,3,10,5,0,3,0,0
DK7TX,5,0,0,4,1,0,0,0
DK8CX,11,0,3,7,4,2,0,0
DK8DV,9,1,0,4,5,2,0,0
DK8FS,5,0,1,1,3,2,0,0
DK8IF,7,0,0,0,1,7,1,0
DK8IT,2,0,1,2,0,0,0,0
DK8MCT,11,11,0,0,0,0,0,0
DK8NC,6,1,1,3,1,2,0,0
DK8ND,4,2,1,0,2,1,0,0
DK8NW,10,0,4,3,0,4,0,0
DK8NX,3,0,0,2,2,0,0,0
DK8SR,3,0,0,0,2,2,0,0
DK8ZD,8,0,1,3,3,1,0,0
DK9BP,4,0,1,3,0,0,0,0
DK9CG,13,0,5,5,8,4,2,0
DK9JL,3,0,2,1,1,0,0,0
DK9MM,6,1,0,5,0,0,0,0
DK9TA,7,0,1,1,5,0,0,0
DK9TU,7,0,1,2,4,0,0,0
DK9VA,2,0,2,0,0,0,0,0
DK9WI,3,3,1,0,0,0,0,0
DL0AA,8,0,0,2,1,6,0,0
DL0ABT,13,2,2,6,2,3,0,0
DL0AF,5,0,0,1,3,2,0,0
DL0A,5,0,2,0,1,2,0,0
DL0BW,2,0,2,0,0,0,0,0
DL0BX,24,1,11,9,9,0,0,0
DL0DX,5,0,2,1,2,0,0,0
DL0GD,6,0,0,2,2,1,2,0
DL0GE/P,13,0,6,4,5,2,0,0
DL0GR,8,0,2,1,3,2,0,0
DL0GS,20,1,2,4,12,2,0,0
DL0HQ,25,4,4,14,4,3,0,0
DL0LX,1,0,1,1,0,0,0,0
DL0ML,7,0,4,2,2,0,0,0
DL0OB,9,0,0,7,2,0,0,0
DL0OEK,7,0,0,6,1,0,0,0
DL0OO,5,1,0,4,0,0,0,0
DL0SQ,6,0,1,3,1,0,1,0
DL0VK,6,0,2,3,1,0,0,0
DL0WN,15,6,7,9,0,1,0,0
DL0WRTC,6,0,3,3,0,0,0,0
DL1AH,8,2,3,5,4,0,0,0
DL1AIW,13,0,0,13,0,0,0,0
DL1AI,12,0,0,2,6,6,1,0
DL1AQU,5,1,2,0,1,1,0,0
DL1ARH,14,3,3,4,4,4,0,0
DL1ARS,17,0,4,9,4,5,0,0
DL1ASF,8,0,0,7,0,1,0,0
DL1AVF,3,0,0,3,0,0,0,0
DL1BZA,6,0,0,2,3,3,0,0
DL1CC,22,5,6,12,4,3,0,0
DL1CF,12,0,6,6,6,7,0,0
DL1C,7,0,0,0,2,6,0,0
DL1DAW,7,5,3,3,0,0,0,0
DL1DA,8,0,2,2,2,2,0,0
DL1DUO,7,3,2,2,0,0,0,0
DL1D,25,0,0,25,0,0,0,0
DL1EJA,5,1,1,1,1,2,0,0
DL1EKS,1,0,1,0,0,0,0,0
DL1EK,22,7,6,2,4,7,1,0
DL1EMY,19,3,4,5,6,5,3,0
DL1FDL,4,0,4,0,0,0,0,0
DL1GKC,9,0,4,2,2,5,0,0
DL1GWW,2,0,1,0,1,0,0,0
DL1HQE,13,0,0,1,10,5,0,0
DL1HR,5,0,2,3,0,0,0,0
DL1HTX,11,0,2,3,7,6,1,0
DL1JCM,11,2,1,2,4,2,2,0
DL1JEL,4,4,0,0,0,0,0,0
DL1JFM,8,3,3,1,2,0,0,0
DL1KVS,8,0,0,0,5,3,0,0
DL1LIP,4,2,0,2,1,0,0,0
DL1LRA,6,0,0,0,3,5,0,0
DL1MBG,2,0,0,0,0,2,0,0
DL1MDV,4,0,0,1,3,1,0,0
DL1NCU,3,0,0,3,0,0,0,0
DL1NOD,12,0,1,3,4,4,0,0
DL1RAP,8,0,1,3,3,2,0,0
DL1RNT,6,0,0,3,1,2,0,0
DL1ROT,30,2,20,27,14,13,3,0
DL1RTL,2,2,1,1,0,0,0,0
DL1SBF,5,0,0,0,1,4,0,0
DL1SCZ,2,0,0,0,2,0,0,0
DL1SDZ,5,0,0,2,4,0,0,0
DL1SMA,20,0,5,15,9,8,0,0
DL1SVI,12,1,5,5,4,3,2,0
DL1WF,9,3,1,0,2,4,1,0
DL1XP,13,2,1,2,5,7,2,0
DL1YEN,4,0,3,0,0,1,0,0
DL1ZU,5,0,0,5,0,0,0,0
DL2AXA,4,0,1,2,0,2,1,0
DL2A,11,1,4,4,3,0,0,0
DL2CHN,5,4,0,0,1,0,1,0
DL2DHS,11,5,2,2,4,1,0,0
DL2DRM,4,0,3,0,1,0,0,0
DL2DRU,7,0,0,4,2,1,0,0
DL2DRZ,5,1,5,0,0,0,0,0
DL2DSA,13,3,6,4,3,2,0,0
DL2DVE,2,0,0,0,0,2,0,0
DL2FCN,5,0,4,4,0,0,0,0
DL2FK,4,0,0,2,1,2,0,0
DL2HRF,6,0,0,4,1,1,0,0
DL2HWI,5,0,0,3,3,0,0,0
DL2HYH,18,0,4,16,0,2,0,0
DL2KUZ,16,0,5,8,2,2,0,0
DL2LI,10,0,1,4,3,3,0,0
DL2LVM,5,0,0,1,3,0,1,0
DL2MDZ,4,0,0,4,0,0,0,0
DL2MGF,5,0,0,2,4,0,0,0
DL2MIJ,10,0,0,7,0,3,0,0
DL2NH,3,3,0,0,0,0,0,0
DL2RD,22,0,10,15,9,6,2,0
DL2RMM,8,0,0,0,3,7,2,0
DL2RSH,5,4,0,1,0,0,0,0
DL2SWR,4,1,0,0,2,2,0,0
DL2TR,11,0,3,7,5,4,0,0
DL2VBN,7,4,2,4,0,0,0,0
DL2VPF,7,0,6,0,1,0,0,0
DL2YBG,7,4,5,3,2,1,1,0
DL2YET,10,4,1,0,3,5,1,0
DL2ZDO,6,0,0,2,4,0,0,0
DL2ZM,15,0,0,6,2,9,1,0
DL2ZN,12,0,0,0,6,8,0,0
DL3ALI,10,0,3,0,2,6,0,0
DL3AMB,1,0,0,1,0,0,0,0
DL3AO,24,0,6,4,6,11,1,0
DL3ARK,4,1,2,0,1,0,0,0
DL3ARM,3,0,0,0,0,3,0,0
DL3AZ,10,0,3,5,1,5,1,0
DL3CB,6,0,1,3,2,0,0,0
DL3GCB,10,0,10,0,0,0,0,0
DL3GER,3,0,0,0,3,0,0,0
DL3HWD,6,1,1,5,0,1,0,0
DL3IAK,5,0,0,5,0,0,0,0
DL3JJ,18,8,12,6,4,0,0,0
DL3JON,16,6,5,6,7,5,0,0
DL3JPL,12,0,0,0,4,10,1,0
DL3JST,11,0,0,2,0,9,2,0
DL3KVR,6,0,0,3,4,0,0,0
DL3LA,15,0,4,5,6,3,0,0
DL3LBM,20,7,8,5,8,6,0,0
DL3LE,13,4,5,9,7,1,0,0
DL3LK,5,0,0,0,5,0,0,0
DL3MBE,2,0,0,0,0,2,0,0
DL3MF,6,0,0,1,3,3,0,0
DL3NAA,17,0,0,0,0,17,0,0
DL3OAU,14,0,2,6,7,0,0,0
DL3OCF,4,0,1,1,0,1,1,0
DL3RBH,4,0,0,4,0,0,0,0
DL3RSN,14,3,5,3,3,1,0,0
DL3SCA,4,1,2,2,1,0,0,0
DL3SKF,5,0,0,2,2,3,0,0
DL3SM,7,0,0,0,6,4,2,0
DL3SWS,8,0,0,2,5,3,0,0
DL3UB,8,4,4,1,1,1,0,0
DL3UR,3,0,1,0,2,0,0,0
DL3XM,8,0,0,8,0,0,0,0
DL3ZBH,2,0,0,0,1,2,0,0
DL4A,46,10,13,26,21,7,1,0
DL4BBJ,7,0,0,2,5,0,0,0
DL4CH,3,0,0,1,1,3,0,0
DL4DQA,10,1,2,4,1,4,0,0
DL4DX,11,0,0,6,4,2,0,0
DL4EAM,3,0,0,2,1,1,0,0
DL4FAP,4,2,3,1,0,0,0,0
DL4FCS,4,0,4,0,0,0,0,0
DL4FI,4,0,1,2,2,1,0,0
DL4HRH,4,3,0,1,0,0,0,0
DL4IB,19,0,0,9,6,5,0,0
DL4IDW,6,0,0,5,1,0,0,0
DL4IW,11,0,11,0,0,0,0,0
DL4KG,2,0,0,2,0,0,0,0
DL4LAM,2,2,1,0,0,0,0,0
DL4LT,7,1,0,3,3,0,0,0
DL4MCA,7,0,0,7,0,0,0,0
DL4MD,3,2,0,0,1,0,0,0
DL4MM,9,7,0,1,1,0,0,0
DL4MP,8,0,0,0,2,4,3,0
DL4NAC,2,2,0,2,1,1,0,0
DL4NEG,6,0,0,5,1,0,0,0
DL4RDJ,14,0,2,1,10,5,1,0
DL4SDR,2,0,1,0,2,1,0,0
DL4SG,7,0,1,1,4,1,0,0
DL4VM,4,0,0,4,0,0,0,0
DL4ZBY,18,0,5,8,10,5,0,0
DL5AMF,4,0,1,1,2,2,0,0
DL5ARZ,5,0,0,3,2,0,0,0
DL5AYI,10,0,0,3,7,7,0,0
DL5A,7,5,1,1,1,0,0,0
DL5CL,17,6,3,6,5,4,0,0
DL5DUB,4,0,0,0,3,1,0,0
DL5DXS,4,0,1,0,3,3,0,0
DL5EBE,12,2,4,2,3,7,0,0
DL5FCZ,8,0,0,0,3,7,0,0
DL5FDP,8,0,0,2,6,2,1,0
DL5FU,7,0,4,3,2,1,1,0
DL5JAB,21,0,0,10,7,7,1,0
DL5JH,22,1,5,9,6,3,1,0
DL5KAT,5,0,4,1,0,0,0,0
DL5KUT,13,0,7,3,1,2,0,0
DL5KVV,13,2,3,3,5,6,0,0
DL5MAE,3,0,0,0,1,2,3,0
DL5MAT,5,0,0,1,2,2,1,0
DL5ME,9,0,2,0,6,1,0,0
DL5MK,10,0,0,5,6,0,0,0
DL5MU,5,0,0,0,3,2,0,0
DL5NO,13,0,4,12,2,0,0,0
DL5NUA,13,2,1,3,0,7,2,0
DL5N,37,4,11,12,20,5,1,0
DL5PW,4,0,0,3,1,1,0,0
DL5RJ,10,0,2,3,2,4,0,0
